code,product_name,nova_group,energy-kcal_100g,proteins_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,cholesterol_100g,calcium_100g,iron_100g,potassium_100g,sodium_100g
80177173,Nutella,4,539.0,6.3,30.9,10.6,57.5,56.3,,,,,,0.0428
3362600011044,Henry’s,4,440.0,7.6471,10.8235,5.2941,76.4706,24.2353,2.3529,,0.013,0.0009,,0.3529412
6111032000600,Salim,1,58.0,3.0,3.0,2.0,4.8,,,,0.12,,,
5449000214911,Coca-Cola,4,42.0,0.0,0.0,0.0,10.6,10.6,,,,,,0.0
6111242100305,Cremy,4,109.0,3.6,3.0,0.4,16.9,2.0,,,,,,0.0
80135463,,4,539.0,6.3,30.9,10.6,57.5,56.3,,,,0.0,,0.0428
5449000061515,Ciel,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,,0.002,0.02
8425197712024,,4,539.0,7.2,33.0,25.0,53.0,50.0,,,,,,0.11
6111128000088,ain saiss 50cl,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
6111246721278,Cream cheese,3,257.0,10.0,18.0,0.0,3.1,0.0,0.0,,,,,0.0
5740900404465,Spreadable Slightly Salted,2,706.0,0.5,78.0,35.0,0.6,0.6,,,,,,0.354
6111035003523,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
7622210578464,Organic 70% Dark Chocolate Bar,3,580.0,9.1,42.0,25.0,36.0,29.0,10.0,,,,,0.004
6111032006619,Jamila رايبي,4,72.0,1.9,1.7,1.1,12.4,9.0,0.0,,,,,0.0
6111251420166,Eau,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.06773,,0.001,1.2e-06
6111252421575,Aquafina 50cl,1,1.0,0.1,0.1,0.1,0.1,0.1,0.0,,,,,0.04
8445290615350,sauce tomate cuisinée,4,68.0,1.6,0.4,0.0,7.6,4.4,2.0,0.0,,,,0.4
5449000214799,Coke Zero,4,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,0.004
3362600011228,Sable coco Henry s 42g,4,443.0,7.62,12.4,7.14,73.8,23.8,2.38,0.000952,,,,0.36
5411188112709,Geröstete Mandel Ohne Zucker,4,15.0,0.5,1.1,0.1,0.0,0.0,0.3,,0.12,,,0.06
6111035001673,Aïn Atlas 50cl,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0096
20047238,Notenmix Mélange de Noix ongebrand - non grillé,1,646.0,20.4,58.0,6.4,6.4,4.2,8.5,,,,,0.004
7394376616228,Oat Drink Barista Edition,3,61.0,1.1,3.0,0.3,7.1,3.4,0.8,,0.12,,,0.04
6111250470742,Lait U.H.T entier,1,58.0,3.0,3.0,0.0,4.8,0.0,0.0,,0.12,,,0.0
6111203001467,margarine la prairie 225g,4,635.0,1.0,70.0,0.0,0.7,0.0,0.0,,0.12,,,0.28
20005733,Walnusskerne naturbelassen,1,712.0,15.5,69.1,6.8,3.7,3.0,6.8,,,,,0.02
8000500310427,Biscuits croquants au coeur onctueux de Nutella®,4,515.0,7.9,24.8,11.5,64.0,35.8,,,,,,0.2236
7300400481595,Tartine croustillante Authentique,3,336.0,9.0,1.5,0.4,62.0,1.0,19.0,0.0,0.0,0.0026,0.0,0.4
3046920022651,Excellence Noir Intense 70% Cacao,3,566.0,9.5,41.0,24.0,35.0,30.0,,,,,,0.008
6111037000599,Familia 200g,4,532.0,0.2,60.0,21.0,0.2,0.0,5.0,,,,,0.0
6111184001661,Star vinaigre de table BLANC,2,1.0,0.0,0.0,0.0,0.15,0.15,,,,,,0.0
8052575090230,Nocciolata,4,544.0,8.1,32.0,5.7,54.0,51.0,3.6,,,,,0.048
3608580065340,Pâte à tartiner noisettes et cacao,4,551.0,6.7,34.0,5.2,53.0,51.0,3.3,,,,,0.04
5010029000016,Weetabix,3,358.0,11.8,2.11,0.526,68.4,4.21,10.0,,,0.0118,,0.103
5060042641000,Lightly sea salted crisps,3,476.0,6.2,27.0,2.4,49.0,0.64,5.5,,,,,0.332
7622210584724,Dark chocolate,3,606.0,10.0,50.0,30.0,23.9,13.9,12.8,,,,,0.0522
3057640257773,Eau Minérale Naturelle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0012,,0.0006,0.0012
6111162001218,Filets de maquereau,3,180.0,30.1,8.5,1.5,0.6,0.6,,,,,,0.2
3046920022606,Excellence Noir Puissant 85% Cacao,3,584.0,12.5,46.0,27.0,22.0,15.0,0.0,,,,,0.008
3155251205296,Tartine Doux,4,495.0,0.0,55.0,15.0,0.0,0.0,,,,0.0,,0.16
6111003031107,,3,180.0,30.1,6.4,1.5,0.6,0.16,,,,,,0.2
3229820100234,Fourrés Chocolat Noir,4,476.0,7.6,19.0,6.3,66.0,27.0,5.2,,,0.0026,,0.196
6111184001074,Confiture De Fraises 430 G,4,256.0,0.5,0.5,0.1,63.0,62.0,0.5,,,,,0.008
20022464,Extra dark 74% Cocoa,4,571.0,9.9,42.0,26.0,32.0,26.0,,,,,,0.008
3760020507350,Pur beurre de cacahuète,1,625.0,29.0,50.0,9.7,12.0,5.1,5.5,,,,,0.0
6111242100220,Lait Entier UHT,1,58.0,3.0,3.63,2.4,4.8,4.2,,,0.12,,,0.0
5013665100065,Organic Lightly Salted Wholegrain Low Fat Rice Cakes,3,394.0,8.5,2.7,0.7,82.3,0.5,0.0,,,,,0.118
3329770077003,Skyr nature 0%,3,57.0,9.5,0.105,0.065,3.6,3.6,0.0,0.00256,0.1,2e-05,0.17934,0.055
6923818812082,Green Tea,1,0.5,0.5,0.5,0.5,0.5,0.2,0.2,,,,,0.04
3760049798609,Pain de mie grandes tranches Seigle & Graines 500g,4,297.0,12.0,9.6,1.0,37.0,4.2,7.2,,,0.0,,0.384
5025125000129,Jasons Sourdough,3,233.0,9.3,1.1,0.2,44.8,2.6,3.6,,,0.0,,0.342
8052575090254,Nocciolata bio,4,544.0,8.1,32.0,5.7,54.0,51.0,3.6,,,,,0.048
7300400481588,FIBRES,3,333.0,12.0,5.0,1.0,47.0,2.0,26.0,,,0.005,,0.48
7311070032611,Krisprolls complets sans sucres ajoutés,4,400.0,13.0,6.6,0.9,68.0,1.1,8.3,,,,,0.44
3029330022428,14 Maxi Tranches complet sans sucres ajoutés,4,243.0,8.7,3.0,0.3,42.0,3.8,6.6,,,,,0.48
3362600011006,Henry’s,4,440.0,7.65,10.8,5.29,76.5,24.2,2.35,0.000706,,,,0.353
6111162000716,Confiture d'abricot,3,272.0,0.41,0.0,0.0,67.36,50.0,,,,,,0.0
8076809513753,Pesto alla Genovese,4,492.0,4.7,47.0,5.3,11.0,5.0,3.0,,,0.0,,1.28
3168930010265,cruesly mélange de noix,4,462.0,8.5,19.0,2.0,57.0,12.0,10.0,,,0.0021,,0.0
6111259341197,Momo black,4,497.0,7.0,21.0,9.9,70.0,27.0,,,,,,0.128
16256163,poulain,4,522.0,5.4,28.0,5.1,60.0,59.0,3.5,,,,,0.04
50457236,Tomato Ketchup,3,100.0,1.33,0.0,,23.3,22.7,,,,,,0.395
5411188124689,Hafer Milch,4,40.0,0.2,1.5,0.2,5.8,0.0,1.2,,0.12,,,0.1
5410041001204,Tuc Original,4,482.0,8.3,19.0,9.0,67.0,7.1,2.4,,,,,0.68
6111251420135,Aïn Ifrane,1,0.0,,,,,,,,0.006773,,,0.0003
6111180000392,سكر الفانيلين,2,392.0,0.0,0.0,0.0,97.6,89.4,0.6,,,,,0.0
3017620429484,Nutella,4,539.0,6.3,30.9,10.6,57.5,56.3,,,,,,0.0428
6111031005552,Merendino,4,410.0,4.0,20.0,12.0,55.0,39.0,1.8,,,,,0.204
6111099005396,مارغرين المائدة,4,675.0,0.1,75.0,34.0,0.2,0.0,0.0,,,,,0.2
16256866,1848 Chocolat en poudre,4,515.0,7.1,26.0,7.74,63.0,61.0,1.0,,,,,0.098
6111184000213,El Baraka Confiture D'abricots 430 G,4,244.0,0.44,0.0,0.0,60.5,50.0,0.0,,,,,0.1
6111206000733,Jebli,4,225.0,6.5,19.0,13.0,6.9,0.0,0.0,,,,,0.304
8002270014901,S. Pellegrino Water,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.164,,0.0022,0.0
3046920028004,70% chocolate,3,562.0,9.5,41.0,24.0,35.0,30.0,,,,,,0.01
59032823,nutella,4,539.0,6.3,30.9,10.6,57.5,56.3,3.5,,,,,0.0428
5449000054227,Original Taste,4,42.0,0.0,0.0,0.0,10.6,10.6,,,,,,0.0
3155250358788,Primevère bio doux tartine & cuisson,4,485.0,0.0,55.0,14.0,0.0,0.0,0.0,,,,,0.16
50160884,Vegan Bouillon powder,3,241.0,9.6,8.4,0.9,30.6,3.9,0.0,,,,,17.52
6111259340992,Eyoo cover,4,452.0,6.0,23.0,0.0,55.0,0.0,,,,,,0.0
6111242102781,Tendre nature,3,119.0,4.2,5.0,4.2,14.3,9.0,0.0,,,,,0.0
3068320123264,La salvetat,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.016,,0.0002,0.0005
4056489148739,NATURAL YOGURT,1,126.0,4.08,10.0,6.72,4.64,4.4,0.48,,0.121,0.00011,0.155,0.0408
6111242103702,Yaourt Grec Muesli,3,140.0,3.3,7.0,4.0,16.1,9.0,,,0.127,,,0.0
5010265002911,Dark Rye Crispbread,3,352.0,10.5,1.14,0.19,67.6,2.86,14.5,,,0.002,,0.282
06175700,Tartines craquantes au sarrasin imp,3,388.0,13.4,2.8,0.6,75.0,2.6,4.4,,,0.0038,,0.272
5449000131805,Coke Zero can,4,0.3,0.0,0.0,,0.0,,,,,,,0.004
5449000131836,Coca-Cola Zero Azúcar,4,0.4,0.0,0.0,0.0,0.0,0.0,,,,,,0.008
6111214004747,Pipas,3,520.0,24.6,29.0,3.36,38.9,1.65,2.7,,,,,0.0236
3608580124047,Be Nuts ! - Pâte à tartiner Cacahuète,4,614.0,21.0,49.0,9.0,20.0,15.0,4.4,,,,,0.28
3175681851849,Pomme 🍏 🍎 Noisette🥜,4,453.0,9.8,17.0,1.5,62.0,11.0,6.6,,,,,0.004
3451790988677,Le Beurre Tendre Doux,2,744.0,0.7,82.0,57.0,0.8,0.8,0.0,,,,,0.02
5010029000801,Family Pack,3,362.0,12.0,2.0,0.6,74.0,4.2,10.0,,,0.012,,0.11
20003166,Haferflocken,1,372.0,13.5,7.0,1.3,58.7,0.7,10.0,,,0.0,,0.012
5013665112273,Organic Vegetable Stock Cubes,3,7.0,0.0,0.4,0.2,0.7,0.3,0.01,,,,,0.36
6111250012416,Le bon lait,1,46.0,3.0,1.5,1.0,4.9,0.0,,,0.123,,,0.0
6111252860077,Trios,4,534.0,5.2,32.1,32.1,54.0,54.0,,,,,,0.8
3046920028363,Excellence 85% Cacao Rich Dark,3,578.393881362,12.5,46.0,27.0,22.0,15.0,15.0,,,,,0.005
20095291,Edelbitter 70% Cacao,4,544.0,8.8,40.0,24.8,32.0,27.2,12.0,,,,,
3229820019307,Flocons d'avoine,1,362.0,11.0,7.1,1.3,58.0,1.7,11.0,,,0.0,,0.008
5034467000216,Tofoo Naked,3,146.0,16.6,7.86,1.14,1.14,0.143,1.86,,,,,0.0229
80176800,Nutella,4,533.33,6.0,30.67,10.67,57.33,56.0,0.0,0.0,0.0,0.0,0.0,0.428
6111035003509,"Bahia, Eau De Table",1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
6111126003821,Lait Frais 15 jours,1,57.2,3.01,2.91,1.62,4.75,4.75,,0.012,0.116,,0.15,0.0345
3480341000674,Carré Frais,3,85.0,16.0,0.3,0.2,4.5,2.9,,,0.010625,0.0,,0.511
6111203001474,La prairie classique,4,635.0,1.0,70.0,0.0,0.7,0.0,,,,,,0.0
87157215,Tomato Ketchup,3,102.0,1.2,0.1,0.1,23.2,22.8,,,,,,0.72
5053990156009,Pringles Original,4,534.0,5.9,31.0,6.6,56.0,1.4,3.5,,,,,0.44
8410076801180,Crunchy oats&honey,4,436.0,8.0,16.9,2.0,60.0,25.1,6.0,,,,,0.316
4008400401621,Nutella,4,539.0,6.3,30.9,10.6,57.5,56.3,,,,0.0,,0.044
6111242102002,Ghilal Yaourt zr3,4,106.0,3.5,3.0,2.2,16.0,7.5,1.1,,,,,0.0
3251490332080,Figue & son,4,450.0,9.3,19.0,1.7,54.0,16.0,13.0,,,,,0.076
3175680015228,Levure de bière,1,323.0,46.0,4.6,0.8,12.0,1.2,25.0,,,,,0.128
3229820160672,Croustillant Chocolat,4,433.0,9.8,14.0,3.8,62.0,14.0,9.8,,,,,0.112
5449000133328,,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.008
20006105,Wholegrain Rye Bread,4,209.0,5.71,1.79,0.36,38.0,3.93,9.29,,,,,0.4
3760049790214,Pain De Mie Bio,4,268.0,8.1,4.2,0.4,47.0,6.3,4.9,,,,,0.44
3046920028721,Bitter Extra Kraftig,3,573.0,14.0,49.0,30.0,10.0,1.0,,,,,,0.28
5010003064744,Seed Sensations,4,277.0,10.0,6.59,0.682,42.0,3.86,5.23,,,,,0.355
3019081238643,Sardines Huile d'Olive Vierge Extra,3,554.0,56.1,36.6,8.54,0.0,0.0,,,,,,1.17
5449000000439,Coca-Cola,4,42.0,0.0,0.0,,10.6,10.6,,,,,,0.012
6111024001516,"Huile de table équilibrée riche en vitamines A,E,D3",4,900.0,0.0,100.0,15.0,0.0,0.0,,,,,,0.0
7613035040823,Nestlé Dessert,4,548.0,6.0,34.1,20.2,50.7,46.4,7.3,,,,,0.004
6111259342828,Petit beurre,4,427.0,6.6,17.5,8.5,60.0,15.3,1.2,,,,,0.092
3257971309114,Eau minérale naturelle,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.00026,,,0.0003
3256540000698,Pains au lait x10,4,353.0,8.6,11.0,4.0,55.0,11.0,3.5,,,,,0.0011
8000500179864,Nutella,4,539.0,6.3,30.9,10.6,57.2,56.3,3.0,,,,,0.044
3045140105502,Chocolat au lait,4,539.0,6.5,31.0,19.0,57.0,55.0,2.3,,,,,0.11
50457250,Tomato Ketchup,3,102.0,1.2,0.1,0.1,23.2,22.8,,,,,,0.708
6111184001203,Moutarde 10.50 g,4,158.7,7.44,11.19,0.71,7.07,1.94,,,,,,2.616
5020364010113,Bakery Co. 5 The Original Bagels,3,229.0,7.8,2.2,0.8,42.0,4.4,2.6,,,,,0.075
42105220,Coca Cola,4,42.0,0.0,0.0,0.0,10.6,10.6,,,,,,0.0
5036589252450,Kefir Natural Fermented Yogurt,1,64.0,4.7,2.1,1.4,5.4,5.4,,,0.905,,,0.048
3033710073467,RICORE Original,4,141.0,2.7,0.5,0.1,9.1,9.1,45.3,,,,,0.092
3284230006408,Brioche Tranchée Bio 400g,4,336.0,8.8,9.4,0.9,52.0,13.0,3.9,,,,,0.38
6111242103528,Croissance réduit en sucre,4,64.0,2.5,2.6,0.0,7.7,0.8,0.0,,0.08,0.0012,0.127,0.031
7622201693916,Philadelphia,4,226.0,5.4,21.0,14.0,4.3,4.3,0.2,,,,,0.3
4056489216162,High Protein Chocolate Flavour Pudding,4,76.0,10.0,1.5,1.0,5.2,4.0,,,,0.0,,0.00012
6111035502941,Eau minérale naturelle gazeuse,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
5000157024671,BEANZ In a rich tomato sauce,4,79.0,4.7,0.2,0.1,12.9,5.0,3.7,,,0.0,,2.36
3225350000501,Pulco Citron,1,11.5,0.1,0.0,0.0,0.8,0.4,5.0,,,,,0.004
50457243,Tomato Ketchup,3,102.0,1.2,0.1,0.0,23.2,22.8,0.0,,,,,0.72
8722700479475,Real Mayonnaise,4,725.0,1.1,79.0,6.2,1.4,1.3,,,,,,0.472
8719200237902,Vegetable Fat Spread with 10% Olive Oil,4,531.0,0.5,59.0,17.0,0.5,0.5,,,,,,0.44
8076809523547,Pesto Rosso,4,329.0,3.8,29.0,3.4,12.0,7.8,2.3,,,,,1.12
3088543506255,Sirop d'Agave,1,457.0,0.714,0.714,0.0,115.0,113.0,0.714,0.0,0.0,0.0,0.0,0.0
40896243,Bio Chocolat Noir 70%,4,572.0,8.5,41.6,25.0,35.3,28.0,11.1,,,0.0106666666666667,,0.004
20815394,Fruit & Nut Mix,3,504.0,10.8,31.7,3.0,40.5,35.7,6.9,,,,,0.008
3480341000636,Carré Frais - Nature,3,193.0,12.0,15.0,11.0,2.5,2.5,,,,,,0.48
8718114724485,Mayonnaise,4,725.0,1.1,79.0,6.3,1.4,1.3,,,,,,0.6
6111250474405,Peripella,4,555.0,5.1,35.0,4.3,53.0,52.0,3.6,,,,,0.052
6111242102767,Yaourt tendre,4,121.0,4.2,5.0,0.0,14.9,14.9,,,,,,0.0
5411188103387,Vanille au soja,4,75.0,3.6,2.1,1.2,9.8,9.5,0.0,,0.12,0.0,,0.039
3760091727732,Beurre bio cacahuète,1,622.0,26.0,50.0,6.8,13.0,5.8,8.3,,,,,0.012
5010029000023,Weetabix produit à base de blé complet 100%,3,362.0,12.0,2.0,0.53,69.0,4.2,10.0,,,0.0229333333333333,,0.104
4056489346357,Almond drink Sugar-free,4,14.0,0.5,1.2,0.1,0.0,0.0,,,,,,0.052
5201054017432,5% Greek Yogurt,1,93.0,9.0,5.0,3.6,3.0,3.0,,,0.121,,,0.039
90382383,Cappy pulpy,4,37.0,0.0,0.0,0.0,9.0,7.0,,,,,,0.02
4088600247519,Wheat Bisks,3,353.0,11.8,2.11,0.526,68.4,4.47,10.0,,,0.0312,,0.103
5057967395088,Rye & Mixed Seed Sourdough Bread,3,262.0,8.6,4.4,0.8,44.0,2.4,6.8,,,,,0.306
6111246953679,,1,105.0,6.5,3.8,2.5,,10.0,,,,,,0.1
3046920029780,Excellence Noir Subtil Doux 70% Cacao,4,610.0,6.9,48.0,29.0,33.0,29.0,,,,0.0,,0.004
3587220002252,La gâche tranchée,4,341.0,8.1,12.0,7.4,49.0,13.0,,,,,,0.448
6111250472241,Bol Bol Ketchup,4,122.0,1.0,0.1,0.0,28.0,25.0,0.0,,,,,1.4
3366321052386,st hubert bio & végétal,4,495.0,0.0,55.0,20.0,0.0,0.0,,,,,,0.18
5053990101597,Sour Cream & Onion,4,537.0,6.67,33.3,5.56,51.5,7.41,3.7,,0.148,0.00267,,1.0
3229820129488,"Muesli Raisin, Figue, Abricot",3,352.0,11.0,5.8,0.9,59.0,14.0,10.0,,,,,0.012
7613039490266,Nesquik,4,386.0,5.1,3.6,1.6,78.9,75.1,7.7,,,,,0.164
3033710084913,Arome MAGGI,4,69.0,9.8,0.5,0.1,6.5,3.5,0.5,,,,,7.32
6111246250013,Levure rafiaa,4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3327272107969,Menguy's Peanut 100%,1,610.0,28.0,48.0,5.8,13.0,6.2,7.0,,,,,0.02
3088542500285,Sirop d'érable ambré goût riche,2,268.0,0.0,0.0,,67.0,66.0,,,,0.0,,0.008
3760049791006,Tartines campagne 450g,4,274.0,8.9,6.5,0.5,43.0,2.6,3.9,,,,,0.48
4008400404127,Nutella,4,538.0,6.3,30.9,10.6,57.5,56.3,,,,,,0.044
6111242101272,Muscly la force pour grandir,4,161.0,7.6,7.5,0.0,15.7,15.7,0.0,,0.14,,,0.0
8410510012196,Chocolat Noir 92% cacao,4,580.0,15.0,49.0,33.0,14.0,10.0,,,,,,0.0
4056489007180,pain de mie grandes tranches spécial sandwich complet,4,258.0,8.3,4.5,0.5,43.0,5.0,6.3,,,,,0.4
4088600246291,Seeded Sourdough Bread,3,265.0,9.5,4.9,0.6,43.0,0.5,5.5,,,,,0.00084
5410126006957,Biscoff à tartiner,4,584.0,2.9,38.1,7.6,57.0,36.8,0.8,,,,,0.216
7622210601988,Granola L'Original,4,491.0,5.9,23.0,12.0,62.0,28.0,3.5,,,,,0.48
6111242104198,PRESSup ORANGE 1L,4,37.0,0.1,0.0,0.0,8.7,4.5,0.2,,,,,0.001
6111021090049,Concentré de tomates Aicha,3,31.6,1.24,0.108,0.0,6.41,2.43,0.811,,,,,0.108
6111251753899,Olla,4,73.0,1.3,3.3,0.3,8.7,2.3,1.3,,,,,0.9
3041090063206,Cracotte Céréales Complètes,4,380.0,11.0,2.8,1.0,75.0,7.9,5.4,,,,,0.64
80052760,Kinder Bueno,4,572.0,8.6,37.3,17.3,51.5,41.2,2.0,,,0.0,,0.079
5010477348678,Special Muesli 30% fruits & noix,1,362.0,10.0,7.2,2.0,60.0,17.0,8.8,,,0.0034,0.524,0.012
5011273040698,Runny Honey imp,2,329.0,0.5,0.5,0.2,81.5,80.8,0.5,,,,,0.012
6111035001024,Oulmès eau minerale naturellement gazeuse,1,,,,,,,,,,,0.0022,0.0314
5059697731860,Ecuador dark chocolate,4,590.0,7.0,45.0,27.0,35.0,28.0,11.0,,,,,0.04
4016241030573,Skyr | Natural Fat Free | 0% Fat,1,60.0,10.0,0.2,0.1,4.0,4.0,0.0,,,,,0.055
5017764128104,Chips,3,494.0,7.7,25.4,3.5,56.7,0.1,4.0,,,,,0.36
8198701234564,Pâte d'arachide,4,582.0,24.3,48.2,14.0,24.8,11.2,6.5,,,,,0.28
5053990101573,Pringles Sare,4,530.0,6.1,31.0,3.0,55.0,0.9,3.5,,,0.0,,0.4
8719200269743,BUTTERY,4,677.0,0.5,75.0,28.0,0.5,0.5,,,,0.0,,0.511
7300400481571,wasa,3,338.0,9.0,1.5,0.3,62.0,2.0,20.0,,,0.0026,,0.4
20047559,Greek Style Yoghurt,1,122.0,4.64,10.0,6.64,3.2,3.2,0.0,,,,,0.0416
3362600001106,Henry's Sable Coco Biscuit 85G,4,376.5,6.5,10.5,5.45,63.0,20.0,2.3,0.0008,,,,0.3
7613035676497,Ricoré original,4,141.0,2.7,0.5,0.1,9.1,9.1,45.3,,,,,0.092
3041090063114,Cracotte,4,387.0,11.0,2.7,1.0,78.0,7.9,3.0,,,0.0,,0.68
3175681851856,Biscuit raisins,4,442.0,8.5,14.0,1.3,68.0,17.0,4.9,,0.0,,,0.08
5000157076410,Seriously Good Times Mayonnaise,3,647.0,0.667,73.3,35.3,3.33,0.667,,,,,,2.62
6111266962446,6111266962446,4,167.8,5.3,7.4,4.8,,20.0,,,0.2,,,0.0
6111180003102,Mayfine,3,356.0,0.45,0.6,0.0,85.0,0.0,0.0,,,,,0.0284
7613287431943,Nesquik Cocoa,4,382.0,5.1,3.6,1.6,78.0,75.0,7.7,,,,,0.176
3229820794525,Nutri+ avoine chocolat,4,454.0,8.2,18.0,3.2,61.0,17.0,7.6,,,,,0.244
3061990143365,Biscuits goût chocolat,4,453.0,6.63,17.1,8.84,66.3,29.8,3.87,,,,,0.442
5025125000150,Everyday White Rolls,3,245.0,10.0,0.75,0.0125,48.9,3.38,1.8,,,,,0.305
5013665112235,Organic Chicken Stock Cubes 8 Pack,4,7.0,0.1,0.5,0.2,0.7,0.1,,,,,,0.36
3045320094008,Strawberry Jam,4,241.0,0.4,0.1,0.0,59.0,59.0,1.2,,,,,0.0
6111206000696,,4,234.0,8.0,20.0,10.0,5.5,5.5,,,0.00024,,,0.4
5000168036755,digestives,4,483.0,7.0,21.3,10.1,63.6,15.1,3.7,,,,,0.52
5000108022152,Quaker Rolled Oats,1,368.0,12.3,8.5,1.75,63.0,1.0,10.0,,,,,0.0025
5411188110835,Mandelmilch mit Zucker,4,22.0,0.4,1.1,0.1,2.4,2.4,0.4,,0.12,,,0.056
3228857001231,Harrys brioche tressee nature au sucre perle sans additifs 500g,4,356.0,8.6,13.0,1.0,49.0,13.0,4.5,,,,,0.32
8720182556738,Maille Moutarde Fine de Dijon L'Originale Bocal 360g,3,144.0,7.6,10.0,0.7,2.6,2.0,3.8,,,,,1.96
5013665108801,Crunchy Peanut Butter,3,643.0,27.7,54.3,7.9,7.4,3.8,6.7,,,,,0.4
8410076610737,Protein Cacahuetes🥜 & Chocolat🍫,4,488.0,25.5,28.2,7.5,27.5,17.0,10.8,,0.15,0.0045,,0.382
06153153,Tartines craquantes quinoa - pois chiche sans gluten,3,378.0,9.6,1.6,0.5,79.0,0.6,4.7,,,,,0.2
